Word	Label
എലിസബത്ത്	malayalam
সুনাম	ben_ass
குறித்தும்	tamil
చివరికి	telugu
దేవుడు	telugu
لازمی	arabic
بروز	arabic
کلکتہ	arabic
প্রবেশের	ben_ass
আজি	ben_ass
311	latin
વર્ષથી	gujarati
470	latin
அப்	tamil
ਰਸਤੇ	punjabi
বৈশ্বিক	ben_ass
പതിനേഴാം	malayalam
अभिनव	deva
ബന്ധിപ്പിക്കുന്ന	malayalam
തീര്	malayalam
મહિલાઓ	gujarati
పడి	telugu
തീ	malayalam
పండుగలు	telugu
ميرزا	arabic
વાતાવરણમાં	gujarati
ৰোগত	ben_ass
ഗുണം	malayalam
ആഫ്രിക്ക	malayalam
എന്തെങ്കിലും	malayalam
ഗ്രസ്	malayalam
ನೇಮಕ	kannada
অধিনায়ক	ben_ass
डॉन	deva
مقبولیت	arabic
సంబంధించి	telugu
പരമ്പരയിലെ	malayalam
ജൂനിയർ	malayalam
કોર્ટ	gujarati
கடற்படை	tamil
থৈ	ben_ass
2009ના	gujarati
రామ	telugu
ਸਬੂਤ	punjabi
പന്ത്രണ്ടാം	malayalam
पृथ्वीच्या	deva
নাগরিকদের	ben_ass
stolen	latin
مبارڪ	arabic
സംഖ്യ	malayalam
পরেও	ben_ass
इमाम	deva
નદીની	gujarati
பழுப்பு	tamil
தங்கி	tamil
ಬದುಕಿನ	kannada
শিকাগো	ben_ass
ઉંમરે	gujarati
ڳالهين	arabic
ജസ്റ്റിസ്	malayalam
வீட்டுக்கு	tamil
ശക്തമായി	malayalam
സംവിധാനത്തിൽ	malayalam
ہٹ	arabic
الرحمان	arabic
વિજયનગર	gujarati
विराजमान	deva
నం	telugu
సరైన	telugu
পোষণ	ben_ass
ਪਸ਼ੂ	punjabi
ಪೂರ್ವದ	kannada
பிந்தைய	tamil
ఉండేవి	telugu
bay	latin
மலையாளத்	tamil
شہباز	arabic
நாடுகளிலும்	tamil
ಮುದ್ರಣ	kannada
Wang	latin
আপিল	ben_ass
കിരീടം	malayalam
آج	arabic
மூர்த்தி	tamil
ക്വാണ്ടം	malayalam
சகோதரி	tamil
ஒருவரை	tamil
இலட்சம்	tamil
নম্বরে	ben_ass
ভয়	ben_ass
ಅಂದು	kannada
ನಗರಗಳಲ್ಲಿ	kannada
khela	latin
જાણકારી	gujarati
ಗ್ರಾಹಕರ	kannada
ಪ್ರವಾಹ	kannada
దూరంగా	telugu
তেন্তে	ben_ass
کاڌو	arabic
ਕ੍ਰਿਸ਼ਨ	punjabi
धुरीमा	deva
శంకర్	telugu
చేసుకున్నారు	telugu
واڌ	arabic
રક્ત	gujarati
வருடங்களுக்கு	tamil
આશા	gujarati
વિશ્વભરમાં	gujarati
ಕವಿಗಳು	kannada
তলা	ben_ass
Rise	latin
நிறுவனங்களில்	tamil
ಮದ್ರಾಸ್	kannada
ਬਲਕਿ	punjabi
ఇప్పటి	telugu
పార్లమెంటు	telugu
ਗੁਰਬਾਣੀ	punjabi
منی	arabic
আরোহণ	ben_ass
1797	latin
விருதுகளை	tamil
ஆதரவாக	tamil
निकलती	deva
પડશે	gujarati
ಗುಪ್ತ	kannada
بلے	arabic
మరిన్ని	telugu
விளையாடும்	tamil
પ્રોગ્રામ	gujarati
ਇਲਾਕਾ	punjabi
ജീവിതവും	malayalam
murdered	latin
સામગ્રી	gujarati
شہزادہ	arabic
औषधोपचार	deva
ಮೆಂತೆ	kannada
ಕಟ್ಟಡದ	kannada
இழப்பு	tamil
பரிசோதனை	tamil
माथी	deva
गतः	deva
kuti	latin
শ্ৰীমন্ত	ben_ass
लघुकथाहरू	deva
என்பவரை	tamil
ದುರ್ಗಾದೇವಿ	kannada
289	latin
untundi	latin
મેઘરજ	gujarati
পয়েন্ট	ben_ass
સરહદ	gujarati
ఉపయోగించి	telugu
করান	ben_ass
ਪੌਦੇ	punjabi
आयसीसी	deva
సాయంత్రం	telugu
ৰাজনীতি	ben_ass
anyatam	latin
ಪರಿಣಾಮಕಾರಿ	kannada
ઉતરી	gujarati
bearing	latin
میڈیسن	arabic
गोड	deva
జట్టు	telugu
Mia	latin
ത്ത്	malayalam
ইতোমধ্যে	ben_ass
ಕಾಯಿಪಲ್ಯ	kannada
تیمور	arabic
legacy	latin
বাৰ্ষিক	ben_ass
অবলম্বন	ben_ass
maar	latin
ವೈದ್ಯ	kannada
പറയുന്നുണ്ട്	malayalam
১৮৮৮	ben_ass
લંબાઈ	gujarati
اوائل	arabic
ದ್ವೀಪ	kannada
சாமி	tamil
دير	arabic
ਕੋਲੋਂ	punjabi
ദേവരാജൻ	malayalam
Jefferson	latin
आलेख	deva
mawatt	latin
ಮುದ್ದೇಬಿಹಾಳ	kannada
خزانہ	arabic
ஆஞ்சநேயர்	tamil
ghoshit	latin
sant	latin
cargo	latin
চারপাশে	ben_ass
ચાર્લ્સ	gujarati
पर्वतीय	deva
அண்ணன்	tamil
സമുദ്രനിരപ്പിൽ	malayalam
ক্লিক	ben_ass
mg	latin
গ্ৰন্থৰ	ben_ass
ಸೈನ್ಯ	kannada
پبلک	arabic
ਕਲਾਸ	punjabi
पार्टनर	deva
உற்பத்தியில்	tamil
জ্যোতি	ben_ass
بناتے	arabic
கற்றார்	tamil
નહોતી	gujarati
છેવટે	gujarati
wrestling	latin
অৱশেষত	ben_ass
પર્વતમાળાના	gujarati
தெரிவித்து	tamil
ਤਰੱਕੀ	punjabi
નાનું	gujarati
पार्टीले	deva
સોડિયમ	gujarati
বাৰ	ben_ass
அவ்வளவு	tamil
போர்கள்	tamil
اقدام	arabic
ശരീരത്തിന്റെ	malayalam
ਇਨਕਾਰ	punjabi
మాట్లాడుతూ	telugu
ملندو	arabic
રોબર્ટ	gujarati
यवतमाळ	deva
યુરોપમાં	gujarati
মধু	ben_ass
আৰম্ভণি	ben_ass
രണ്ടായി	malayalam
समस्याएं	deva
समुचित	deva
న్	telugu
വ്യാപിച്ചു	malayalam
தினசரி	tamil
سہولیات	arabic
ಕ್ರಾಸ್	kannada
રાજ્યનો	gujarati
శివుడు	telugu
നാ	malayalam
ਨਾਟਕਾਂ	punjabi
ਉੱਤਮ	punjabi
பிரதி	tamil
సహాయ	telugu
کھلاڑیوں	arabic
ஆனா	tamil
হাইস্কুল	ben_ass
ਮੰਨੇ	punjabi
taiyaari	latin
தேங்காய்	tamil
ਛੇਤੀ	punjabi
सूट	deva
ਹੀਰ	punjabi
વિલિયમ	gujarati
Ernest	latin
ಕಾಲೇಜಿನ	kannada
ਬੇਦੀ	punjabi
બાકીના	gujarati
ਬਾਨੀ	punjabi
مارا	arabic
ബേബി	malayalam
விதை	tamil
எவ்வித	tamil
ராயல்	tamil
সাহস	ben_ass
അഭിപ്രായത്തിൽ	malayalam
ಗಂಟೆಗಳ	kannada
அதற்குப்	tamil
മൂല്യം	malayalam
রেজা	ben_ass
ఉండడం	telugu
پٔتِم	arabic
زرداری	arabic
திறனை	tamil
ਲਾਭ	punjabi
देणारी	deva
നല്ലൊരു	malayalam
પ્રાકૃતિક	gujarati
শিবের	ben_ass
ജോഡി	malayalam
ਚਾਰਲਸ	punjabi
অভাবে	ben_ass
ڪپ	arabic
વિપરીત	gujarati
সবজি	ben_ass
ज़मीन	deva
ટોચ	gujarati
ಚರ್ಮ	kannada
ਮਿਸ	punjabi
শৰীৰৰ	ben_ass
ਸੱਤਾ	punjabi
સંભવિત	gujarati
ಬೇಗ	kannada
கூடுதலான	tamil
ভিত্তিত	ben_ass
HP	latin
غالباً	arabic
सङ्घको	deva
কাপে	ben_ass
நகருக்கு	tamil
நிலைமை	tamil
علاحدہ	arabic
ఉప్పు	telugu
ಆಫ್ರಿಕನ್	kannada
બનાવવાની	gujarati
కావడం	telugu
ക്ഷേത്രമാണ്	malayalam
બંધારણ	gujarati
സന്ദേശം	malayalam
இளையராஜா	tamil
ನಿರ್ಮಾಪಕ	kannada
Ruth	latin
quotes	latin
మానసిక	telugu
പ്രതി	malayalam
തമിഴ്നാട്ടിലെ	malayalam
کیو	arabic
నటించింది	telugu
செலவில்	tamil
عبید	arabic
ਤੇਜ਼ੀ	punjabi
مؤرخ	arabic
ప్రధాని	telugu
ದೃಷ್ಟಿ	kannada
ਸਮਾਜਵਾਦੀ	punjabi
குறையும்	tamil
શક્યા	gujarati
ಮಾಡಿದನು	kannada
பெண்களை	tamil
Colony	latin
ಸಂಸ್ಥೆಯನ್ನು	kannada
దాకా	telugu
baaz	latin
ಲೂಯಿಸ್	kannada
प्रातः	deva
judgment	latin
મોટાભાગની	gujarati
বিদায়	ben_ass
ਦਬਾਅ	punjabi
મેળવ્યું	gujarati
ஏழை	tamil
આરોપ	gujarati
தோராயமாக	tamil
గుర్తిస్తూ	telugu
prastut	latin
ഭാസ്കരൻ	malayalam
મંદિરમાં	gujarati
neighboring	latin
জনগণনা	ben_ass
વાંચન	gujarati
2008ع	arabic
જિલ્લાનો	gujarati
अप्रत्यक्ष	deva
ਰਸਤਾ	punjabi
தாக்கத்தை	tamil
பிறர்	tamil
অবাক	ben_ass
രാജൻ	malayalam
ఆధారాలు	telugu
Rick	latin
ప్రకటించింది	telugu
ദിവസത്തെ	malayalam
മാത്രമായിരുന്നു	malayalam
غازي	arabic
سرگرمیاں	arabic
शायर	deva
विद्यालयों	deva
పరుగులు	telugu
വിദ്യ	malayalam
rajyon	latin
ఇచ్చింది	telugu
കരിയർ	malayalam
ത്തു	malayalam
விளக்கும்	tamil
نظريي	arabic
রফিকুল	ben_ass
ఆదాయం	telugu
ٽڪر	arabic
Treatment	latin
பெற்றன	tamil
ਨਿਰਧਾਰਤ	punjabi
darasal	latin
nutrition	latin
ഇന്ത്യയിലും	malayalam
ڊرامو	arabic
Understanding	latin
മരിയ	malayalam
489	latin
ਗਰਭ	punjabi
ಅದಕ್ಕಿಂತ	kannada
ਸਵਾਲ	punjabi
മാത്രമായി	malayalam
পরিস্থিতিতে	ben_ass
പ്രതിമ	malayalam
ਦਵਾਈਆਂ	punjabi
الرحمٰن	arabic
نفسیات	arabic
नेमणूक	deva
rojgaar	latin
مديني	arabic
identical	latin
দ্বি	ben_ass
337	latin
ਅਰਜਨ	punjabi
অভিজাত	ben_ass
राशी	deva
సాగు	telugu
சுரங்கள்	tamil
ക്രിസ്തീയ	malayalam
ಲೆಕ್ಕ	kannada
মিঃ	ben_ass
স্বাগত	ben_ass
கம்பெனி	tamil
பாம்பு	tamil
నమ్మకం	telugu
ಮಂದಿರ	kannada
ஸ்	tamil
ਲਗਦਾ	punjabi
1975ء	arabic
நாராயணன்	tamil
পাৰত	ben_ass
ಉತ್ಪನ್ನಗಳನ್ನು	kannada
eldest	latin
ওয়েলস	ben_ass
అందమైన	telugu
అమ్మాయి	telugu
ಕಾರ್ಮಿಕರ	kannada
అధికారం	telugu
بزرگن	arabic
શિખર	gujarati
नेपोलियन	deva
சரஸ்வதி	tamil
દૂધ	gujarati
చేసుకున్నాడు	telugu
અભયારણ્ય	gujarati
حب	arabic
फर्जी	deva
ਭਵਨ	punjabi
न्यायालयात	deva
பருத்தி	tamil
ਪ੍ਰੋਜੈਕਟ	punjabi
सोमनाथ	deva
നിലനിൽക്കുന്ന	malayalam
ক্ষেত্রেও	ben_ass
3500	latin
بيٺل	arabic
மேற்கொள்ள	tamil
ಒಳಗೊಂಡಿವೆ	kannada
പ്രധാനം	malayalam
Teaching	latin
অজ্ঞাত	ben_ass
சமூகத்தின்	tamil
রহিম	ben_ass
ਰੱਦ	punjabi
ਖੇਡੇ	punjabi
ಪ್ರೀಮಿಯರ್	kannada
కొంతకాలం	telugu
மட்டத்தில்	tamil
സ്റ്റേഡിയം	malayalam
ಮಹತ್ವ	kannada
అయ్యాయి	telugu
সঠিকভাবে	ben_ass
ہاشم	arabic
পদাতিক	ben_ass
grams	latin
آباديءَ	arabic
kamishan	latin
चिली	deva
resolved	latin
Julian	latin
বর্গকিলোমিটার	ben_ass
కుమారులు	telugu
দৰেই	ben_ass
தேசம்	tamil
ਜਵਾਨ	punjabi
కనిపిస్తాయి	telugu
কম্পিউটারের	ben_ass
ಐದನೇ	kannada
അഭിനയത്തിന്	malayalam
સખત	gujarati
શાખા	gujarati
விளங்கினார்	tamil
مددگار	arabic
વીમા	gujarati
વાંકાનેર	gujarati
ਸੰਧੂ	punjabi
হলের	ben_ass
দখলে	ben_ass
Jennifer	latin
हुदैन	deva
ಜಯ	kannada
প্রত্যেকটি	ben_ass
ശ്രീലങ്കൻ	malayalam
प्रश्	deva
ਗਾਉਣ	punjabi
নেতৃবৃন্দ	ben_ass
ਪ੍ਰਾਈਵੇਟ	punjabi
ಯುರೋಪಿನ	kannada
ایبٹ	arabic
ఇచ్చాడు	telugu
સાવલી	gujarati
عبدالقادر	arabic
ਗ੍ਰਹਿਣ	punjabi
വരണ്ട	malayalam
ਸੰਸਕ੍ਰਿਤੀ	punjabi
इत्यस्याः	deva
ਢਾਂਚੇ	punjabi
failing	latin
ازیں	arabic
ജാവ	malayalam
తల్లిదండ్రులు	telugu
तळ	deva
ফলের	ben_ass
ಅಟ್ಲಾಂಟಿಕ್	kannada
பாதுகாக்க	tamil
3G	latin
೧೯೯೯	kannada
இழந்த	tamil
శ్రీకాకుళంలోనూ	telugu
کلیسا	arabic
వివరణ	telugu
घरे	deva
શાહી	gujarati
ਗ਼ਜ਼ਲ	punjabi
ਅਮਲ	punjabi
ജർമ്മനിയിലെ	malayalam
పార్క్	telugu
ਸੋਸ਼ਲ	punjabi
পারস্য	ben_ass
আদান	ben_ass
सजीव	deva
قرارداد	arabic
నిర్మల్	telugu
ராஜஸ்தான்	tamil
ਅੰਤਮ	punjabi
பெரும்பான்மை	tamil
నిన్ను	telugu
wheels	latin
লোৱাৰ	ben_ass
ফিরিয়ে	ben_ass
ਕਣਕ	punjabi
ಹಾಕುವ	kannada
నే	telugu
ತಂತ್ರಾಂಶ	kannada
বেছিভাগ	ben_ass
हालेर	deva
ಆಯ್ಕೆಯಾದರು	kannada
ਲਾਜ਼ਮੀ	punjabi
را	arabic
جسٽس	arabic
ಗಂಟೆ	kannada
গলা	ben_ass
جادو	arabic
ಸೂಚನೆ	kannada
పూజ	telugu
ਗਰਮੀਆਂ	punjabi
ਮੁਢਲੀ	punjabi
പതിനൊന്നാം	malayalam
తమకు	telugu
दानव	deva
رضي	arabic
એક્સપ્રેસ	gujarati
मानद	deva
ਗੱਡੀ	punjabi
ಕ್ರೀಡೆ	kannada
थारू	deva
பாட்டு	tamil
تاجر	arabic
قطار	arabic
ਉਹਨਾ	punjabi
একো	ben_ass
ਮੁਦਰਾ	punjabi
সুবিধার	ben_ass
এটাকে	ben_ass
ಶಾಸ್ತ್ರದ	kannada
ಕೇರಳದ	kannada
ഘട്ടം	malayalam
भक्ती	deva
একধরনের	ben_ass
ભરતી	gujarati
chemicals	latin
તફાવત	gujarati
પ્રકારો	gujarati
നയിച്ചു	malayalam
విజయ	telugu
પહોંચે	gujarati
386	latin
ਚਲਾਇਆ	punjabi
ਮਾਰਿਆ	punjabi
پتو	arabic
সম্বন্ধীয়	ben_ass
બેન્ક	gujarati
hitting	latin
ছিলাম	ben_ass
ਦੌਰਾ	punjabi
मुघल	deva
കേന്ദ്രമാണ്	malayalam
آرمینیا	arabic
பிளாக்	tamil
ভাস্কৰ	ben_ass
सम्प्रति	deva
গুৱাহাটীত	ben_ass
பாத்திரம்	tamil
బలమైన	telugu
આશ્રમ	gujarati
பாணியில்	tamil
چادر	arabic
મળશે	gujarati
റോക്ക്	malayalam
ਰਾਇਲ	punjabi
عيسيٰ	arabic
অভিবাসী	ben_ass
ಆಮದು	kannada
अध्यक्षपद	deva
పరిశ్రమ	telugu
ಅನ್	kannada
جزیرے	arabic
కెరీర్	telugu
জজ	ben_ass
દરજ્જો	gujarati
ఐదుగురు	telugu
తీవ్రమైన	telugu
ప్రారంభమైంది	telugu
জার্নাল	ben_ass
ആനന്ദ്	malayalam
అపరాలు	telugu
সেক্টর	ben_ass
थोड़ा	deva
આખરે	gujarati
ਹੋਰਨਾਂ	punjabi
ડેવિડ	gujarati
જોડાયેલ	gujarati
દસાડા	gujarati
दाहाल	deva
প্রযুক্তিগত	ben_ass
உருவாகி	tamil
సభలో	telugu
இதைக்	tamil
उनीहरु	deva
ਬਰਤਾਨੀਆ	punjabi
ഇംഗ്ലണ്ടിൽ	malayalam
చేరాడు	telugu
લાવવા	gujarati
আল্লাহ্	ben_ass
রানার	ben_ass
రాష్ట్రపతి	telugu
ખંડ	gujarati
பெறப்பட்ட	tamil
Too	latin
വിത്തുകൾ	malayalam
భాషలలో	telugu
زڪوات	arabic
જ્હોન	gujarati
ਦੀਵਾਨ	punjabi
స్థాపించారు	telugu
ਮੁਕੰਮਲ	punjabi
राज्यमंत्री	deva
چور	arabic
nickname	latin
ਸਾਡਾ	punjabi
clip	latin
શાસ્ત્રીય	gujarati
ફીટ	gujarati
ગણી	gujarati
ಸಿವಿಲ್	kannada
enhanced	latin
எனப்படுவது	tamil
புனே	tamil
lakshmi	latin
ਪ੍ਰਕਿਰਤੀ	punjabi
പഠിക്കാൻ	malayalam
ललिता	deva
সফলভাবে	ben_ass
राती	deva
جوڳي	arabic
ஊடக	tamil
ਰਿਸ਼ਤਾ	punjabi
एकक	deva
అనుమతి	telugu
बुलढाणा	deva
ঠাকুরের	ben_ass
కీలక	telugu
చేసుకొని	telugu
पद्मावती	deva
പോകാൻ	malayalam
पर्	deva
Lead	latin
సరిహద్దు	telugu
संध्याकाळी	deva
সমর্থিত	ben_ass
ఎత్తైన	telugu
പ്രചോദനം	malayalam
સ્રોત	gujarati
દરવાજા	gujarati
ಹಳ್ಳಿ	kannada
ದಾನ	kannada
ചെയ്തിരിക്കുന്നു	malayalam
islami	latin
ఏకైక	telugu
ভাড়া	ben_ass
nangas	latin
اِسی	arabic
સેટ	gujarati
కే	telugu
ਜਾਇਦਾਦ	punjabi
1993ع	arabic
ਕਿਰਤ	punjabi
Actually	latin
వాటర్	telugu
Mystery	latin
ಶೇಕಡ	kannada
દવાઓ	gujarati
ਤੇਰੀ	punjabi
பயண	tamil
ప్రపంచంలోని	telugu
نغمہ	arabic
मास्टर्स	deva
CPM	latin
মিলিয়ে	ben_ass
ಆಟವನ್ನು	kannada
স্নায়ু	ben_ass
સ્ટ્રીટ	gujarati
ਕੋਲੰਬੀਆ	punjabi
दर्शनं	deva
વાંસદા	gujarati
ਰਾਹੀ	punjabi
જવાની	gujarati
شعراء	arabic
ہوچکی	arabic
శుద్ధ	telugu
গরুর	ben_ass
ਮਕਸਦ	punjabi
જણાય	gujarati
மாற்றும்	tamil
ਦਵਾਈ	punjabi
ڪميونسٽ	arabic
আয়তনের	ben_ass
ಕಾಲು	kannada
ಒಳಗಿನ	kannada
صديق	arabic
నిజానికి	telugu
પશ્ચિમમાં	gujarati
పోయింది	telugu
രൂപീകരിച്ചു	malayalam
தேவாரம்	tamil
পিস	ben_ass
মোশাররফ	ben_ass
soorat	latin
Perfect	latin
தொகுப்பில்	tamil
മേജർ	malayalam
ਬਣਦੇ	punjabi
تحصیلیں	arabic
यांच्याकडून	deva
bie	latin
minerals	latin
مدفون	arabic
বিপদ	ben_ass
ਖ਼ਿਲਾਫ਼	punjabi
એકબીજા	gujarati
زلزلے	arabic
ಮಾ	kannada
brush	latin
పోటీలలో	telugu
நேபாளத்தின்	tamil
তুলেছিলেন	ben_ass
ਅਸਥਾਨ	punjabi
کٽي	arabic
لارڈ	arabic
करायची	deva
స్క్రీన్	telugu
தொல்பொருள்	tamil
રંગના	gujarati
ਸਹਿਤ	punjabi
ਚੋਪੜਾ	punjabi
ಅಂತ್ಯದಲ್ಲಿ	kannada
ਨਸਲੀ	punjabi
tumor	latin
பொருத்தமான	tamil
ഡാം	malayalam
சாகித்திய	tamil
ਐੱਨ	punjabi
asset	latin
सुरुवातीच्या	deva
દહેગામ	gujarati
દોરી	gujarati
വാസുദേവൻ	malayalam
ചെറുതും	malayalam
অসমের	ben_ass
ਦਹਾਕਿਆਂ	punjabi
నేతలు	telugu
കുറഞ്ഞത്	malayalam
કઈ	gujarati
ഏകദിന	malayalam
రా	telugu
پرندے	arabic
ഭൂമിയിലെ	malayalam
அழைக்கப்பட்ட	tamil
માર્કેટિંગ	gujarati
حکومتوں	arabic
വാലി	malayalam
வருமான	tamil
বিচারে	ben_ass
എത്തുന്നു	malayalam
کھیلا	arabic
nati	latin
ব্যৱহাৰৰ	ben_ass
ਫਾਰਮੂਲਾ	punjabi
ഗണ്യമായ	malayalam
ব্যবহারে	ben_ass
થોમસ	gujarati
નકારાત્મક	gujarati
ઝેરી	gujarati
ടൗൺ	malayalam
ശേഷമുള്ള	malayalam
1650	latin
ਕਿੰਗ	punjabi
উৎসর্গ	ben_ass
ಸೈನ್ಯದ	kannada
ਯਾਨੀ	punjabi
ఏళ్ల	telugu
விக்ரம்	tamil
માન્ય	gujarati
ਆਤਮ	punjabi
ਮੁਕਤੀ	punjabi
ലണ്ടനിൽ	malayalam
వ్యాప్తంగా	telugu
महीना	deva
ஒருவேளை	tamil
ജർമ്മനി	malayalam
মিজানুর	ben_ass
ఇంటర్	telugu
ਇਨਕਲਾਬੀ	punjabi
சிறந்து	tamil
পালক	ben_ass
ഉണ്ടാകുന്നത്	malayalam
ਬਦਲੇ	punjabi
ਸਿੱਧਾ	punjabi
ਲੱਗਣ	punjabi
1766	latin
ధర	telugu
ആസൂത്രണം	malayalam
విజయనగర	telugu
ಕೌಂಟಿ	kannada
पृथ्वीमा	deva
குறிப்புகளும்	tamil
ಪಟ್ಟಿಯನ್ನು	kannada
നാൾ	malayalam
વહે	gujarati
Newcastle	latin
ਚੈਂਪੀਅਨ	punjabi
ਮੁਲਕਾਂ	punjabi
नेवारी	deva
આઉટ	gujarati
ਟੈਲੀਵਿਜਨ	punjabi
மகாராட்டிர	tamil
নিয়েছিল	ben_ass
1998ع	arabic
رابرٹ	arabic
રદ	gujarati
எல்லைகளாக	tamil
Chronicle	latin
معتبر	arabic
પોર્ટ	gujarati
ساٹھ	arabic
ನಿರ್ವಹಣೆಯ	kannada
ഖാന്റെ	malayalam
ਅਗਲੀ	punjabi
inherited	latin
વર્ગીકૃત	gujarati
ਬਣਾਉਂਦੇ	punjabi
रहेकाे	deva
Distinguished	latin
Sindhi	latin
صدارتي	arabic
कहलाते	deva
செயல்பட	tamil
ఎత్తున	telugu
જહાજ	gujarati
பூச்சி	tamil
جنتا	arabic
সনাক্ত	ben_ass
owns	latin
maahaul	latin
বাহন	ben_ass
ರಚನೆಗಳು	kannada
രചിച്ചത്	malayalam
کفر	arabic
ప్రణాళిక	telugu
ਜੀਵਿਤ	punjabi
শাসনৰ	ben_ass
పెరుగుతుంది	telugu
നാരായണ	malayalam
જીવનના	gujarati
منسوخ	arabic
ಹೋಲುವ	kannada
جائزو	arabic
ایڈیٹر	arabic
चालुक्य	deva
कैप्टन	deva
رنگن	arabic
مهم	arabic
پٽن	arabic
peaked	latin
গাই	ben_ass
গঠনে	ben_ass
ಆಟಗಳು	kannada
ಪ್ರದರ್ಶನದ	kannada
बगैर	deva
हिरव्या	deva
distant	latin
डिपार्टमेंट	deva
માર્ગદર્શન	gujarati
ഇലക്ട്രോൺ	malayalam
ಬ್ಯಾಂಕು	kannada
बहीण	deva
కార్బన్	telugu
উজনি	ben_ass
વાઘ	gujarati
ನ್ಯೂಜಿಲೆಂಡ್	kannada
ਭਰੀ	punjabi
फाल्गुन	deva
ಯಾವುದು	kannada
ਨਿੱਕੀ	punjabi
మహిళ	telugu
ಆಗಿರುವ	kannada
సంరక్షణా	telugu
चालते	deva
ਪੁੱਤ	punjabi
এগুলির	ben_ass
ਮਿਆਦ	punjabi
চওড়া	ben_ass
2007ع	arabic
لتھووینیا	arabic
રાખવાની	gujarati
வாழ்வின்	tamil
climbing	latin
ਨਿਕਲ	punjabi
സംസ്ഥാനത്തിലെ	malayalam
পরিপূর্ণ	ben_ass
ജനതയുടെ	malayalam
गोरा	deva
എയർലൈൻസ്	malayalam
ਚੁੰਬਕੀ	punjabi
വ്യവസായം	malayalam
વૃક્ષો	gujarati
ಹೋಮ್	kannada
રજુ	gujarati
পুনরুদ্ধার	ben_ass
ವಿರುದ್ದ	kannada
nann	latin
ਕਨੇਡਾ	punjabi
پوئين	arabic
பாருங்கள்	tamil
কাষত	ben_ass
ವಿಧಗಳು	kannada
समितिमा	deva
मेलबर्न	deva
slight	latin
મેનેજમેન્ટ	gujarati
পূবে	ben_ass
શાંત	gujarati
വച്ചാണ്	malayalam
అత్యధికంగా	telugu
ചേർന്നതാണ്	malayalam
ਖਿੱਚ	punjabi
కాయగూరలు	telugu
வம்ச	tamil
سونهن	arabic
வேளைகளில்	tamil
మహేష్	telugu
ಕನಸು	kannada
recognised	latin
ਜੇਮਜ਼	punjabi
موڪلي	arabic
സൂചന	malayalam
పోయి	telugu
बारामती	deva
एरलाइन्स	deva
সৈন্যরা	ben_ass
धर्मः	deva
উৎক্ষেপণ	ben_ass
प्रसंगी	deva
એમનું	gujarati
ಮಲಯಾಳಂ	kannada
അസീസ്	malayalam
ਫਾਰਸੀ	punjabi
સંગ્રહાલય	gujarati
ಆರ್ಥರ್	kannada
ਮਸਜਿਦ	punjabi
திருப்பி	tamil
উদ্বুদ্ধ	ben_ass
adhikam	latin
Leon	latin
surrender	latin
அமைச்சகம்	tamil
ಟೆಕ್ನಾಲಜಿ	kannada
রোডে	ben_ass
சமூகப்	tamil
শুনানি	ben_ass
ಅರ್ಹತೆ	kannada
2వపేజీ	telugu
ব্যৱসায়িক	ben_ass
avarute	latin
ਵਜੇ	punjabi
സിന്റെ	malayalam
விலையில்	tamil
ప్రారంభించింది	telugu
കൊട്ടാരത്തിൽ	malayalam
katl	latin
गर्नुपर्दछ	deva
ആർമി	malayalam
દાન	gujarati
ಮೈಕ್ರೋಸಾಫ್ಟ್	kannada
శ్రీకాకుళంలో	telugu
ਪੌਦਿਆਂ	punjabi
ورلڊ	arabic
midnight	latin
വയസിൽ	malayalam
പരീക്ഷണങ്ങൾ	malayalam
വീട്ടില്	malayalam
భారతి	telugu
नेहरु	deva
তৃতীয়াংশ	ben_ass
ಮುಖ್ಯಸ್ಥ	kannada
નાયક	gujarati
केंद्रों	deva
સાંતલપુર	gujarati
ਭਾਸ਼ਣ	punjabi
સ્નાતક	gujarati
ಪಕ್ಷಗಳು	kannada
ನಿರ್ಮಿಸಿದರು	kannada
ದೇವತೆ	kannada
गर्दथ्यो	deva
ఉపయోగించే	telugu
ਸਪੈਸ਼ਲ	punjabi
lagati	latin
സ്ഥാപിതമായത്	malayalam
अकरा	deva
અભિયાન	gujarati
ಪತ್ರಿಕಾ	kannada
ਯੂਨਾਨ	punjabi
بون	arabic
ಕೇಂಬ್ರಿಡ್ಜ್	kannada
রাখুন	ben_ass
నెల్లిమర్లలోను	telugu
അധികാരത്തിൽ	malayalam
বন্দি	ben_ass
سائي	arabic
dialect	latin
ਵਿਵਹਾਰ	punjabi
1996ع	arabic
ਹੋਣਗੇ	punjabi
அதைச்	tamil
റോഡിൽ	malayalam
संस्थेत	deva
മുസിരിസ്	malayalam
લાલપુર	gujarati
گروهه	arabic
કપૂર	gujarati
اوچتو	arabic
ജല	malayalam
பயன்படுத்தப்பட்ட	tamil
ਸੁਤੰਤਰਤਾ	punjabi
سانچے	arabic
فسادات	arabic
నందు	telugu
इसपर	deva
ਲੜਕੀਆਂ	punjabi
সাক্ষ্য	ben_ass
চাউল	ben_ass
અમલ	gujarati
संपत्ती	deva
مسئلو	arabic
ಹೇಳುವಂತೆ	kannada
সংঘর্ষের	ben_ass
ਮੀਰ	punjabi
ಯವರು	kannada
ರತ್ನ	kannada
അപേക്ഷ	malayalam
والي	arabic
बनेर	deva
కారు	telugu
عالمگير	arabic
வட்டி	tamil
