Word	Count
ज्यांचा प्रॉव्हिडंट फंड जमा होतो अशा प्रत्येक नोकरदार वर्गाने युनिव्हर्सल अकौंट क्रमांक घेणे बंधनकारक आहे. सरकारच्या धोरणानुसार 15 ऑगस्टपासून भविष्य निर्वाह निधीचे कामकाज पेपरलेस (कागदमुक्‍त) होणार असल्याची माहिती भविष्य निर्वाह कार्यालयाचे विभायीय आयुक्‍त सौरभ सुमन प्रसाद यांनी पत्रकार परिषदेत दिली.	1
प्रत्येक श्रमिक वर्ग जिसका भविष्य निधि अर्जित किया जाता है, को एक सार्वभौमिक खाता संख्या की आवश्यकता होती है। सरकार की नीति के अनुसार, भविष्य निधि का संचालन 15 अगस्त से कागज रहित हो जाएगा।	2
खा.विनायक राऊत पुढे म्हणाले,हा प्रकल्प कोकणचे अस्तित्व संपविणारा आहे तर गुजरातसाठी फायदेशीर ठरणार आहे.शिवसेना हा प्रकल्प येथे कदापीही होवू देणार नाही. ग्रीन रिफायनरी प्रकल्प हा गुजरात मधील उद्योगपतींना व अदानींना मोठा करणारा असून गिर्येमध्ये शहा आडनावे असलेल्या गुजरातमधील सात व्यापारांनी जमीन घेतली आहे.यामुळे या प्रकल्पाचा फायदा हा गुजरातमधील कंपनींना व अदानींना होणार आहे.यावेळी त्यांनी मंगलोरमध्ये असणार्‍या रिफायनरी प्रकल्पामुळे तेथे झालेली अवस्था यावेळी मांडली.अनेक एजंटांनी यापूर्वीच येथील भूमिपुत्रांना फसवून जमिनी खरेदी केल्या असून मुख्यमंत्र्यांनी प्रकल्पबाधित क्षेत्रात गेल्यावर्षी झालेले सर्व जमीनव्यवहार रद्द करावेत, अशी मागणी करणार असल्याचे त्यांनी सांगितले.	1
सांसद विनायक राउत ने आगे कहा कि यह परियोजना कोंकण के अस्तित्व को समाप्त करने वाली है लेकिन यह गुजरात के लिए फायदेमंद होगी। शिवसेना कभी भी इस परियोजना को यहां नहीं होने देगी। ग्रीन रिफाइनरी परियोजना गुजरात के उद्योगपतियों और अदनियों के लिए एक बूम है और शाह नाम के सात गुजरात के व्यापारियों ने गिर्या में जमीन ली है। इस परियोजना से गुजरात में कंपनियों और अदानीयों को फायदा होगा। उन्होंने मैंगलोर में रिफाइनरी परियोजना के परिणामस्वरूप स्थिति का वर्णन किया। उन्होंने कहा कि मुख्यमंत्री पिछले साल परियोजना प्रभावित क्षेत्र में सभी भूमि लेनदेन को रद्द करने की मांग करेंगे।	2
यंदाच्या मोसमातच झालेल्या युरो अंतिम सामन्यात आणि त्या अगोदरच्याही युरो स्पर्धेच्या अंतिम सामन्यात मेस्सीची पेनल्टी वाया गेली होती, त्यामुळे त्याच्यावर मोठे दडपण होते; परंतु त्याने सर्व अनुभव पणास लावून हा गोल केला. यंदाच्या युरो अंतिम सामन्यातील अपयशामुळे मेस्सीने आंतरराष्ट्रीय फुटबॉलला गुडबाय केले होते; परंतु देशवासीयांच्या इच्छेमुळे त्याने पुन्हा खेळण्याचा निर्णय घेतलेला आहे.	1
इस सीजन में और पिछले यूरो फाइनल में मेस्सी की पेनल्टी यूरो में छूट गई थी, इसलिए उन पर बहुत दबाव था; लेकिन उन्होंने अपना सारा अनुभव टेस्ट में डाल दिया। मेस्सी ने इस साल के यूरो फाइनल में असफल होने के बाद अंतरराष्ट्रीय फुटबॉल को अलविदा कह दिया था; लेकिन उन्होंने देशवासियों की इच्छा के कारण फिर से खेलने का फैसला किया है।	2
प्रत्येक दिवशी, विशेष शिक्षक दरदिवशी 2 तास इंग्रजी आणि / किंवा हिंदीमध्ये केजी ते दहावीच्या विद्यार्थ्यांना शिकवतात. पुढे प्रथम वर्ग एक लहान प्रवृत्ती चाचणी करण्यासाठी, शिक्षक त्यानुसार प्रत्येक लहान मुलांसाठी कार्यपत्रक तयार करते. लहान मुलांनादेखील नियमित गृहपाठ दिले जाते जेणेकरून ते शालेय तासांपासुन व्यस्त असतील. विविध सुचना आणि रूपांतरणे यांचा उपयोग वैयक्तिकृत सूचना आणि प्रात्यक्षिके, दृश्य आणि श्रवणविषयक संकेत, ग्राफिक आयोजक आणि लिखित साहित्य यासह शिकवण्यासाठी केला जातो.	1
हर दिन, विशेष शिक्षक प्रतिदिन 2 घंटे के लिए अंग्रेजी और / या हिंदी में केजी से एक्स छात्रों को पढ़ाते हैं। एक छोटी सी प्रवृत्ति का परीक्षण करने के लिए पहली कक्षा के आगे, शिक्षक प्रत्येक बच्चे के अनुसार एक वर्कशीट तैयार करता है। छोटे बच्चों को नियमित होमवर्क भी दिया जाता है ताकि वे स्कूल के समय से व्यस्त रह सकें। व्यक्तिगत निर्देशों और प्रदर्शनों, दृश्य और श्रवण संकेतों, ग्राफिक आयोजकों और लिखित सामग्रियों सहित, सिखाने के लिए विभिन्न निर्देशों और अनुकूलन का उपयोग किया जाता है।	2
Tag करा तुमच्या आवडत्या वक्ती ला आवडल्यास नक्की Like करा. Comments करून सांगा पोस्ट कशी वाटली तर आणि Share करायला विसरू नका Follow 👇👇👇👇👇👇👇 👉@mazyatali_tu_ 👉@mazyatali_tu_ 👉@mazyatali_tu_ .प्रिय मित्रानो काही पोस्ट माझ्या आहेत तर काही पोस्ट मला आवडलेल्या आहेत . तुमच्या जवळ जर काही new पोस्ट असतील तर D M करा.👍💐👌 . . #attitude #marathiattitudestatus #premedlife #love #lovestuttgart #marathimeme #premvedaa #premed #loveposts #status #sadposts #pune #mumbai #nagpur #lovestory #attitude #hindistudio #hindisongs #hindipoetry #garba #dandiyanight #prem #whatsup #whatsupstatus #whats #loveyourself #lovepost #pagal #instapost #marathimulga #premgeet #premvedaa ui	1
टैग यदि आप अपने पसंदीदा व्यक्ति को पसंद करते हैं, तो पसंद करना सुनिश्चित करें। टिप्पणियों का पालन करें यदि आपके पास कोई नई पोस्ट है, तो D M.👍💐👌 करें। । #attitude #marathiattitudestatus #premedlife #love #lovestuttgart #marathimeme #premvedaa #premed #loveposts #status #sadposts #sune #mumbai #nagpur #lovestory #attitude #hindistudio #hindipaitry/hindiprydryry/hindipryry/dipryprys=diprydryry/diprybrys=dipryprydritry/dipryr=hi # उमरतिमुलागा	2
याबाबत सिद्धराम अपण्णा उप्पलवार (वय 29, रा. निलमनगर भाग 3, शरण मठाजवळ, सोलापूर) याने दिलेल्या फिर्यादीवरून एमआयडीसी पोलिस ठाण्यात गुन्हा दाखल करण्यात आला आहे.	1
एमआईडीसी पुलिस स्टेशन में सिद्धराम अपन्ना उप्पलवार (29, निवासी नीलमनगर, भाग 3, शरण मठ, सोलापुर के पास) द्वारा शिकायत दर्ज कराई गई है।	2
राजस्थान ची अर्थव्यवस्था ही प्रामुख्याने कृषीआधारित आहे. गहू हे प्रमुख पीक घेतले जाते. तेल बीयांच्या व वनस्पती तेल उत्पादनात राजस्थानचा भारतात पहिला क्रमांक आहे. तसेच कापूस व तंबाखू ही राजस्थानम्धील आर्थिक पिके आहे. देशातील अफूचे सर्वाधिक उत्पादन व वापर राजस्थानमध्येच होतो. वर्षातून दोन पिके घेतली जातात. पाण्याचा स्रोत प्रामुख्याने बंधारे व विहीरींमधून येतो. राज्यातील वायव्य प्रांतात इंदिरा गांधी कॅनाल ने पाण्याचा पुरवठा केलेला आहे.	1
राजस्थान की अर्थव्यवस्था मुख्य रूप से कृषि पर आधारित है। गेहूं प्रमुख फसल है। राजस्थान भारत में तिलहन और वनस्पति तेल का नंबर एक उत्पादक है। साथ ही कपास और तंबाकू राजस्थान में आर्थिक फसलें हैं। राजस्थान में देश में सबसे ज्यादा अफीम का उत्पादन और खपत होती है। एक वर्ष में दो फसलें उगाई जाती हैं। पानी का स्रोत मुख्य रूप से बांधों और कुओं से आता है। इंदिरा गांधी नहर राज्य के उत्तर-पश्चिमी प्रांत में पानी की आपूर्ति करती है।	2
271 शिक्षण प्राथमिक विभाग श्री.आप्पा लक्ष्मण बेरड, प्राथमिक शिक्षक जि.प.प्रा.शा. वाळुंज, ता.नगर, जिल्हा - अहमदनगर यांचे मा.राज्यमंत्री, ग्रामविकास व जलसंधारण विभाग महाराष्ट्र शासन यांचेकडील पुनरिक्षण अर्ज निकालावरील कार्यवाहीबाबत 20180927160329 27-09-2018	1
271 प्राथमिक शिक्षा विभाग श्री अप्पा लक्ष्मण बेयर्ड, प्राथमिक शिक्षक ZP वालुंज, ताल। नगर, जिला - अहमदनगर माननीय राज्य मंत्री, ग्रामीण विकास और जल संरक्षण विभाग, महाराष्ट्र सरकार समीक्षा आवेदन के प्रसंस्करण के संबंध में 20180927160329 27-09-2018	2
पण व्यसनाचं मानसशास्त्रच पूर्ण वेगळं आहे. व्यसन म्हणजे फक्त ड्रगचा शरिरावर / मनावर परिणाम नसून व्यसनी व्यक्तींचे आणि समाजाचे व्यसनाबद्दलचे प्रचंड गैरसमज, वेगवेगळ्या टोकाच्या धारणा, कळत /नकळत होणारे व्यसनाचे उदात्तीकरण, यामुळे होणारे ब्रेनवॉश ई. प्रंचंड गुंतागुंत सुद्धा समाविष्ट आहे.	1
लेकिन लत का मनोविज्ञान पूरी तरह से अलग है। व्यसन न केवल शरीर / मन पर नशीली दवाओं का प्रभाव है, बल्कि नशे की लत और समाज के बारे में बड़ी गलतफहमी है, अलग-अलग धारणाएं, जानबूझकर / अनजाने में नशे का बहिष्कार, जिसके परिणामस्वरूप ब्रेनवॉशिंग आदि। खतरनाक जटिलताएं भी शामिल हैं।	2
स्थानिकांनी पोलीस नियंत्रण कक्षाला फोन करुन याची माहिती दिल्यानंतर हा धक्कादायक प्रकार उघडकीस आला. दरम्यान, विश्रामबाग पोलीस तातडीने घटनास्थळी पोहोचले असून त्यांनी मुलाला ताब्यात घेतले आहे.	1
स्थानीय लोगों द्वारा पुलिस नियंत्रण कक्ष को फोन करने के बाद चौंकाने वाली घटना सामने आई। इसी बीच विश्रामबाग पुलिस ने मौके पर पहुंचकर लड़के को गिरफ्तार कर लिया।	2
खूप वाचन करा. स्वतःला इंटरनेटद्वारा सतत ताज्या घडामोडींबाबत जाणून घ्या. तुम्ही काम करत असलेल्या व्यवसायातल्या तसेच त्या परिघाबाहेरील लोकांच्या नेहमी संपर्कात राहा, हाच तिचा मनपूर्वक सल्ला आहे.	1
बहुत पढ़ना। इंटरनेट के माध्यम से नवीनतम घटनाओं पर खुद को अपडेट रखें। जिस व्यवसाय के लिए आप काम करते हैं, उसके आस-पास के लोगों के साथ संपर्क में रहें, यह उसकी हार्दिक सलाह है।	2
कॅमेऱ्याची लेन्स काढून >>>साधना जर तुझ्याकडे SLR कॅमेरा असेल तरच हे शकय अाहे. SLR कॅमेरा manual मधे लेन्स कशी काढायची ते असणार. हे कॅमेऱ्ा कंपनि प्रमाणे बदलते. बहुतेक वेळा डाव्या बाजुला एक बटण असते ते दाबून लेन्स फिरवून काढता येते.	1
कैमरा लेंस हटाना >>> साधना यह तभी संभव है जब आपके पास एसएलआर कैमरा हो। एसएलआर कैमरा मैनुअल आपको दिखाएगा कि लेंस को कैसे निकालना है। यह कैमरा कंपनी के अनुसार बदलता रहता है। ज्यादातर बार बाईं ओर एक बटन दबाकर लेंस को घुमाया जा सकता है।	2
या स्तोत्राच्या पठणाने कर्ज कमी होण्यास मदत होते. उत्पन्नाचे, बचतीचे मार्ग सापडण्यास मदत होते. कर्जामुळे खिशावर तर भार असतोच, पण त्याहून जास्त मनावर असलेला भार खुपच कमी होतो.	1
इस स्तोत्र को पढ़ने से कर्ज कम करने में मदद मिलती है। आय बचाने के तरीके खोजने में मदद करता है। कर्ज जेब पर बोझ है, लेकिन यह दिमाग पर बोझ भी कम करता है।	2
सुमारे ७० किलो रद्दीच्या साहाय्याने ते गेले महिनाभर मूर्ती तयार करीत आहेत. कागदाचा लगदा हाताने, बोटाने चेपून, हाताने फिरवून ही मूर्ती करण्यात आली आहे. या मूर्तीचे सध्या रंगकाम केले जात आहे. मूर्ती साकार झाल्यावर मनाला मोठे समाधान झाले. आता कागदी लगद्यापासून आणखी मोठी मूर्ती तयार करू शकतो, असा आत्मविश्‍वास श्री. पालव यांनी व्यक्‍त केला.	1
वह पिछले एक महीने से लगभग 70 किलो कचरे की मदद से मूर्तियाँ बना रहा है। मूर्ति को कागज के गूदे को हाथ से, उंगली से, हाथ से दबाकर बनाया जाता है। फिलहाल प्रतिमा को रंगा जा रहा है। जब मूर्ति का एहसास हुआ, तो मन बहुत संतुष्ट हुआ। अब हम कागज के गूदे से और भी बड़ी मूर्तियाँ बना सकते हैं, श्री ने कहा। पलव द्वारा व्यक्त किया गया।	2
सुयुध्दने आजुबाजुला पाहिले जिथे नजर जाईल तिथे झाडं झुडपं होती. एका मोठ्या झाडाच्या खाली सावलीत सर्वजण सुयुध्दला पाहत उभे होते. सुयुध्दने एक क्षण विचार करत भुमिज्ञान विद्या वापरण्याचे ठरवले. डोळे मिटुन तो ध्यान लावु लागला. त्याला दिशा कळाली होती त्याने खाली जमिनीला हात लावला व एका त्याच्या उजव्या दिशेला बोट दाखवत म्हणाला.	1
सुयोधा ने चारों ओर देखा और हर जगह पेड़ों और झाड़ियों को देखा। हर कोई सुयोधा को एक बड़े पेड़ के नीचे छाया में देख रहा था। सुयुधा ने एक पल के लिए सोचा और भूविज्ञान का उपयोग करने का फैसला किया। उसने अपनी आँखें पोंछ लीं और ध्यान करने लगा। दिशा को जानते हुए, उसने नीचे जमीन पर अपना हाथ रखा और अपने दाहिने ओर इशारा करते हुए कहा।	2
गेल्या ३ महिन्यात जे कळलं नाही ते मागच्या ३० मिनिटात मांडायचा प्रयत्न ” certification committee” ने केला आणि पुढच्या प्रवासाचा systems thinkers वर सुपूर्त केला.	1
"प्रमाणन समिति" ने प्रस्तुत करने की कोशिश की कि पिछले 30 महीनों में पिछले 3 महीनों में क्या ज्ञात नहीं था और सिस्टम विचारकों को अगली यात्रा सौंप दी।	2
डिसेंबरच्या सुरवातीला मायबोलीचा "छोट्या जाहिराती" हा विभाग तातडीने बंद केला होता. हा विभाग नुकताच पुन्हा सुरु केला आहे. प्रशासनात पारदर्शकता असावी यासाठी काय झाले हे सांगणे आम्हाला आवश्यक वाटते.	1
दिसंबर की शुरुआत में, MyBoli के "लघु विज्ञापन" अनुभाग को तुरंत बंद कर दिया गया था। यह खंड अभी फिर से खोल दिया गया है। हमें यह कहने की आवश्यकता है कि प्रशासन में पारदर्शिता सुनिश्चित करने के लिए क्या हुआ।	2
पुणे : खासदार संजय काकडे यांनी येवलेवाडी विकास आराखड्यातील बदलल्या गेलेल्या आरक्षणांची संपूर्ण माहिती पुणे महापालिकेचे शहर अभियंता प्रशांत वाघमारे यांच्याकडे मागितली आहे. या विकास आराखड्यात कोणतीही चुकीची कामे होऊ देणार नाही. आराखड्यात केलेल्या चुकीच्या बदलांसंदर्भात आपण मुख्यमंत्री देवेंद्र फडणवीस यांची भेट घेणार असल्याची माहिती राज्यसभा खासदार व भाजपचे सहयोगी सदस्य खासदार संजय काकडे यांनी आज पत्रकार परिषदेत दिली.	1
पुणे: सांसद संजय काकड़े ने पुणे नगर निगम के नगर अभियंता प्रशांत वाघमारे से यलोवाड़ी विकास योजना में परिवर्तित आरक्षण के बारे में पूरी जानकारी मांगी है। यह विकास योजना किसी भी गलत काम की अनुमति नहीं देगी। राज्यसभा सांसद और भाजपा के सहयोगी सांसद संजय काकड़े ने आज एक संवाददाता सम्मेलन में कहा कि वह मुख्यमंत्री देवेंद्र फडणवीस से योजना में किए गए गलत बदलावों को लेकर मुलाकात करेंगे।	2
मराठा आरक्षणासाठी सोमवारी चाकणमध्ये बंद पुकारण्यात आला होता, या बंद दरम्यान अनेक गाड्या फोडण्यात आल्या आहेत. एसटी बसला आग लावण्यात आली तर दगडफेकीची घटना देखील घडली होती. या सर्व घटना पाहता शहरात जमावबंदीचा आदेश लागू करण्यात आला होता.	1
मराठा आरक्षण के लिए सोमवार को चाकन में बंद का आह्वान किया गया था, इस दौरान कई वाहनों को फूंक दिया गया था। एसटी बस में आग लगा दी गई और पत्थरबाजी की घटना भी हुई। इन सभी घटनाओं को देखते हुए शहर में कर्फ्यू लगा दिया गया था।	2
>>> जरूर. मी नरकात जाणार असं मला ओळखणार्‍यांचं म्हणणं आहे. त्यामुळे तिथून एक लिटर उकळतं तेल आणि मुठभर जळक्या लाल मिरच्या घेऊन येईन >>> मामी थोडे नरकातले कांदे घेउन या	1
>>> बेशक। मुझे जानने वाले लोग कहते हैं कि मैं नरक में जाऊंगा। इसलिए मैं उबलते हुए तेल की एक लीटर और वहां से एक मुट्ठी भर गर्म लाल मिर्च लाऊंगा >>> मामी कुछ नरक प्याज ले आएँ	2
या प्रशिक्षण कार्यक्रमात कोळंबी संवर्धन: सद्यस्थिती, भविष्यातील वाटचाल संवर्धन तलाव आराखडा व बांधकाम कोळंबी बीज निर्मिती तंत्रज्ञान आणि बीज केंद्रे खाद्य व्यवस्थापन, खाद्य पुरवठा केंद्र आद्य जैवके, प्रजैवके, खनिज, उपयोग कोळंबी संवर्धन: शासनाचे सहकार्य या विषयी विस्तृत माहिती सैंधातिक आणि प्रात्यक्षिक वर्गात देण्यात येईल. या व्यतिरिक्त प्रकल्प भेटीद्वारे जागेची निकड प्रकल्प रचना याची माहिती घेता येईल.	1
झींगा संरक्षण: वर्तमान स्थिति, भविष्य के निशान संरक्षण तालाब डिजाइन और निर्माण झींगा बीज उत्पादन प्रौद्योगिकी और बीज केंद्र खाद्य प्रबंधन, खाद्य आपूर्ति केंद्र प्रोटो-जीव विज्ञान, जीव, खनिज, झींगा संरक्षण का उपयोग करता है: व्यावहारिक और प्रदर्शन कक्षाओं पर सरकार सहयोग सूचना। इसके अलावा, परियोजना की यात्रा के माध्यम से साइट के तत्काल प्रोजेक्ट डिजाइन का पता लगाया जा सकता है।	2
पोरीला जन्नतची सफर करून आणण्याची स्वप्न बघणा-या बापाला तिच्या साध्या रोजच्या गरजेच्या वस्तुही आणून दे ता येऊ नयेत याच द:ु ख फक्त त्यालाच कळत होत. बापाची माया दिसत नाही हे च खरं ! ब-याच खटाटोपानंतर बायकोला तर समजावलं, आता पोरीच मन कस वळवणार? हाच गहन प्रश्न है दरभाईंसमोर होता. तीन चार दिवसांच्या सरावानंतर ते मेहविशला घेऊन बजारात गेले, खाउ घेऊन दिला, तिचा आवडता पोपटी रं गाचा फुगा पण घेऊन दिला येताना.. आपली घालमेल होईल, कुचंबणा होईल, मन रागाने भरून जाईल, पण कुठल्याही परिस्थितीत मुलीवर हात उचलयचा नाही असं अगदी पक्क ठरवल होत त्यांनी, सरावाच्या वेळी !	1
वह एकमात्र ऐसा व्यक्ति था, जो पोरी को स्वर्ग की यात्रा पर ले जाने का सपना देखने वाले पिता के लिए जीवन की साधारण आवश्यकताओं को भी नहीं लाने का दुःख जानता था। तथ्य यह है कि पिता का प्यार दिखाई नहीं देता है! बहुत मेहनत के बाद, मैंने अपनी पत्नी को समझाया, अब मैं अपना मन कैसे बदल सकता हूँ? यह एक गहन प्रश्न है। तीन-चार दिनों के अभ्यास के बाद, वह मेहविश को बाज़ार ले गया, उसे खाना दिया, और उसे अपने पसंदीदा तोते के रंग का गुब्बारा लाया। वह परेशान हो जाता, शर्मिंदा होता, और उसका मन गुस्से से भर जाता, लेकिन वह दृढ़ नहीं था। किसी भी परिस्थिति में लड़की को छूने के लिए।	2
--------- केवळ बाजीराव-२ यान्च्या राजवटीतच अस्पृश्यान्वर अन्याय झाला होता आणि इतरान्च्या राजवटीत त्यान्ना न्याय मिळत होता हे पटत नाही. बाजीराव-२ यान्ना कलन्कित पेशवा का बनवले ? ना स इनामदारान्ची मन्त्रावेगळा वाचल्यावर मला बाजीराव-२ यान्चे वेगळेपण तसेच प्रचन्ड मर्यादा जाणवल्या.	1
--------- बाजीराव -2 के शासनकाल के दौरान ही अछूतों के साथ अन्याय हुआ था और यह स्वीकार्य नहीं है कि उन्हें दूसरों के शासन के दौरान न्याय मिल रहा था। बाजीराव -2 एक कलंकित पेशवा क्यों बन गया? ना सा इनामदार का मंत्र पढ़ने के बाद, मुझे बाजीराव -2 की विशिष्टता और इसकी विशाल सीमाओं का एहसास हुआ।	2
कसोटी क्रिकेटमध्ये टॉसची परंपरा 141 वर्ष जुनी आहे. कसोटी स्पर्धेत यजमान संघाला आपल्याच घरच्या मैदानावर खेळताना फायदा मिळतो, असा तर्क टॉस बंद करण्यामागे लढवला जात आहे. कसोटी क्रिकेटची सुरुवात 1877 मध्ये ऑस्ट्रेलिया आणि इंग्लंड संघांमध्ये मेलबर्नच्या एमसीजी ग्राऊंडमधील सामन्यातून झाली होती. तेव्हापासून सामन्याच्या आधी नाणेफेक करुन कोणता संघ पहिल्यांदा फलंदाजी करणार आणि कोण क्षेत्ररक्षण करणार हे ठरवले जाते.	1
टेस्ट क्रिकेट में टॉस की परंपरा 141 साल पुरानी है। टेस्ट में घर पर खेलने से घरेलू टीम को जो फायदा होता है उसका तर्क बंद दरवाजों के पीछे लड़ा जा रहा है। टेस्ट क्रिकेट की शुरुआत 1877 में मेलबर्न के MCG ग्राउंड में ऑस्ट्रेलिया और इंग्लैंड के बीच मैच से हुई। तब से, यह निर्णय लिया गया है कि कौन सी टीम पहले बल्लेबाजी करेगी और कौन मैच से पहले एक सिक्का उछालकर मैदान में उतरेगा।	2
X = मोजपट्टीसाठी वापरली जाणारी राशी. एखाद्या भौतिक राशीत काळानुसार बदल मोजायचा असेल तर इथे काळ ही राशीच असते.	1
X = मापने के लिए उपयोग की जाने वाली राशि। यदि हम भौतिक राशि चक्र में समय के परिवर्तन की गणना करना चाहते हैं, तो समय राशि चक्र है।	2
नवी मुंबई : शीव-पनवेल आणि ठाणे-बेलापूर महामार्गाना खड्डय़ांनी ग्रासले असताना मायक्रोसरफेसिंग करण्यात आलेला पामबीच मार्ग मात्र भर पावसातही सुस्थितीत आहे. त्यामुळे हे जर्मन तंत्रज्ञान परिणामकारक ठरल्याची चर्चा आहे.	1
नवी मुंबई: जबकि शिव-पनवेल और ठाणे-बेलापुर राजमार्ग गड्ढों से आच्छादित हैं, भारी बारिश में भी माइक्रो-सर्फ पाम रोड सड़क अच्छी स्थिति में है। इसलिए इस जर्मन तकनीक के प्रभावी होने की चर्चा है।	2
मार्च 2016 मध्ये म्युच्युअल फंडाच्या व्यवस्थापनाखाली केवळ 12.3 लाख कोटी रुपयांच्या मालमत्ता होती आता त्या 23 लाख कोटी रुपयांवर गेल्या आहेत. त्यामुळे पुढील पाच वर्षात त्या किमान 50 लाख कोटी होण्याची शक्‍यता आहे असे त्यांनी सांगितले. गेल्या तीन वर्षात फंडामध्ये झालेल्या अभूतपूर्व गुंतवणुकीत संस्थागत गुंतवणूकदार नाही तर किरकोळ गुंतवणूकदारांचा मोठा सहभाग आहे.	1
मार्च 2016 में, म्यूचुअल फंड के प्रबंधन के तहत संपत्ति केवल 12.3 लाख करोड़ रुपये थी, अब वे 23 लाख करोड़ रुपये हो गई है। इसलिए, अगले पांच वर्षों में इसके कम से कम 50 लाख करोड़ रुपये तक पहुंचने की संभावना है। पिछले तीन वर्षों में फंड में अभूतपूर्व निवेश खुदरा निवेशकों द्वारा किया गया है, न कि संस्थागत निवेशकों द्वारा।	2
पीकविमा हा शेतकऱ्यांना मोठा अाधार असतो, असा प्रचार शासन करते. परंतु अकोला जिल्ह्यात डाळिंब पिकाला फळपीक विम्याचा लाभ दिला जात नाही. हे पीक विम्याच्या कार्यक्षेत्रात गृहीत धरले जात नाही. यामुळे शेतकऱ्यांना अापत्तीच्या काळात कुठलीही मदत मिळत नाही.	1
किसानों के लिए फसल बीमा एक बड़ा समर्थन है, प्रचार सरकार कहती है। लेकिन अकोला जिले में अनार की फसल फल फसल बीमा द्वारा कवर नहीं की जाती है। इसे फसल बीमा के दायरे में नहीं माना जाता है। परिणामस्वरूप, आपदा के समय किसानों को कोई मदद नहीं मिलती है।	2
न्यूझिलंडच्या पंतप्रधान जॅसिंडा ऑर्डन आई झाल्या आहेत. त्यांना मुलगी झाली असून तसा फोटो त्यांनी इन्स्टाग्रामवर शेअर केला आहे. पंतप्रधानपदावर असताना आई होणाऱ्या त्या दुसऱ्या नेत्या ठरल्या आहेत.	1
न्यूजीलैंड की प्रधानमंत्री जैसिंडा ओर्डन मां बन गई हैं। उन्होंने इंस्टाग्राम पर बेटी होने की खुद की एक फोटो शेयर की है। वह प्रधानमंत्री बनने के दौरान मां बनने वाली दूसरी नेता बन गई हैं।	2
दरम्यान, वॉरंट जारी केलेल्या तिघाही कर्मचाऱ्यांना अटक करून आपल्यासमोर हजर केल्यानंतर त्यांच्याकडून हे काम पूर्ण करून घेतले जाईल व या विषयीची सर्व माहिती वरिष्ठांना देण्यात येईल; त्यानंतर मुख्य सचिव संबंधितांवर कारवाई करतील असेही त्यांनी सांगितले.	1
इस बीच, तीनों कर्मचारियों को गिरफ्तार करने और निर्माण करने के बाद, जिन्हें वारंट जारी किया गया है, उनके द्वारा काम पूरा किया जाएगा और सभी जानकारी वरिष्ठों को दी जाएगी; उन्होंने यह भी कहा कि मुख्य सचिव दोषियों के खिलाफ कार्रवाई करेंगे।	2
